1 2 3 || 1
9 10 11 || 2
13 || 5
14 || 6
15 16 || 7
17 || 8
18 19 || 9
20 || 10
21 22 || 11
23 || 12
24 || 13
25 || 14
26 || 15
27 || 16
28 || 17
29 || 18
30 || 19
31 || 20 21
32 || 22
33 || 23
34 || 24
35 || 25
36 || 26
37 38 39 || 27
40 || 28
41 || 29
42 43 || 30
44 || 31
45 46 || 32
47 || 33
48 || 34
49 || 35
50 || 36
51 || 37
52 || 38
53 || 39
54 || 40
55 || 41
56 || 42
57 || 43
58 || 44
59 || 45
60 || 46
61 62 || 47
63 || 48
64 || 49 50
65 || 51
66 || 52
67 || 53
68 || 54
69 || 55
70 || 56
71 || 57
72 || 58
73 74 || 59
75 76 77 || 60
78 || 61
79 || 62
80 81 || 63
82 || 64
83 84 || 65
85 86 || 66
87 || 67
88 || 68
89 90 || 69
91 || 70
92 || 71
93 94 || 72
95 || 73
96 || 74
97 || 75
98 || 76
99 || 77
100 || 78
101 || 79
102 || 80
103 || 81
104 105 || 82
106 || 83
107 108 || 84
109 110 || 85
111 || 86
112 || 87
113 || 88
114 || 89
121 || 90
122 || 91
123 || 92
124 || 93
125 126 || 94
127 || 95
128 || 96
129 || 97
130 || 98
131 || 99
132 || 100
133 134 || 101
135 || 102
136 137 || 103
138 || 104
139 || 105
140 || 106
141 || 107
142 || 108
143 || 109
144 || 110
145 || 111
146 || 112
147 || 113
148 || 114
149 || 115
150 || 116
151 || 117
152 || 118
153 || 119
154 || 120
155 || 121
156 || 122
157 || 123
158 || 124
159 || 125
160 || 126
161 || 127
162 || 128
163 || 129
164 || 130
165 || 131
166 167 || 132
168 169 170 || 133
171 || 134
172 || 135
173 || 136
174 || 137
175 || 138
176 177 || 139
178 179 || 140
180 181 || 141
182 || 142
183 || 143
184 || 144
185 || 145
186 || 146
187 188 || 147
189 || 148
190 191 || 149
192 || 150
193 || 151
194 || 152
195 || 153
196 || 154
197 || 155
198 199 || 156
200 || 157
201 || 158
202 || 159
203 || 160
204 205 || 161
206 || 162
207 || 163
208 || 164
209 || 165
210 || 166
211 || 167
212 213 214 || 168
216 || 169
217 218 || 170
219 220 || 171
221 || 172
222 223 || 173
224 225 || 174
226 || 175
227 || 176
228 || 177
229 230 231 || 178
233 || 179
234 235 || 180
236 || 181
237 || 182
238 239 240 || 183
242 || 184
243 || 185
244 245 || 186
246 || 187
247 248 || 188
249 || 189
250 251 252 || 190
253 || 191
254 || 192
255 256 257 || 193
258 259 || 194
260 || 195
261 || 196
262 || 197
263 || 198
264 || 199
265 || 200
266 || 201
267 268 || 202
269 || 203
270 || 204
271 || 205
272 || 206
273 || 207
274 || 208
275 || 209
276 || 210
277 || 211
278 || 212
279 || 213
280 281 282 || 214
283 || 215
284 || 216
285 || 217
286 || 218
287 || 219
288 289 || 220
290 || 221
291 || 222
292 || 223
293 || 224
294 || 225
295 || 226
296 || 227
297 || 228
298 || 229
299 || 230
300 || 231
301 || 232
302 || 233
303 || 234
304 || 235
305 || 236
306 || 237
307 || 238
308 || 239
309 || 240
310 || 241
311 312 313 || 242
314 315 316 || 243
318 319 || 244
320 321 || 245
322 || 246
323 || 247
324 325 || 248
326 || 249
327 328 || 250
329 || 251
330 || 252
331 || 253
332 || 254
333 || 255
334 || 256
335 336 || 257
337 || 258
338 339 || 259
340 || 260
341 || 261
342 || 262
343 || 263
344 || 264
345 346 || 265
347 || 266
348 349 || 267
350 || 268
351 || 269
352 || 270
353 || 271
354 || 272
355 || 273
356 || 274
357 || 275
358 || 276
359 || 277
360 || 278
361 || 279
362 || 280
363 || 281
364 || 282
365 || 283
366 || 284
367 || 285
368 || 286
369 || 287
370 || 288
371 372 || 289
373 374 || 290
375 || 291
376 || 292
377 || 293
378 || 294
379 || 295
380 || 296
381 || 297
382 || 298
383 || 299
384 || 300
385 || 301
386 387 || 302
388 || 303
389 || 304
390 || 305
391 392 || 306
394 395 || 307
396 397 398 || 308
400 || 309
401 || 310
402 403 404 || 311
405 || 312
406 407 || 313
408 || 314
409 || 315
410 || 316
411 || 317
412 || 318
413 414 415 || 319
416 || 320
417 || 321
418 || 322
419 || 323
420 || 324
421 || 325
422 || 326
423 || 327
424 || 328
425 || 329
426 || 330
427 428 || 331
429 || 332
430 || 333 334
431 || 335
432 433 || 336
434 || 337
435 || 338
436 || 339
437 || 340
438 || 341
439 || 342
440 || 343
441 || 344
442 || 345
443 || 346 347
444 445 || 348
446 || 349
447 || 350
448 || 351
449 || 352
450 451 || 353
452 453 454 || 355
455 || 356
456 || 357
457 || 358
458 459 || 359
460 || 360
461 462 || 361
463 || 362
464 || 363
465 466 467 || 364
468 || 365
469 || 366
470 || 367
471 || 368
472 || 369
473 || 370
474 || 371
475 || 372
476 || 373
477 || 374
478 || 375
479 || 376
480 || 377
481 482 483 || 378
484 || 379
485 || 380
486 || 381
487 || 382
488 || 383
489 || 384
490 || 385
491 || 386
492 || 387
493 || 388
494 || 389
495 || 390
496 || 391
497 || 392
498 499 || 393
500 501 502 || 394
504 || 395
505 || 396
506 || 397
507 || 398
508 || 399
509 || 400
510 || 401
511 || 402
512 || 403
513 || 404
514 515 || 405
516 || 406
517 || 407
518 || 408
519 || 409
520 521 || 410
522 || 411
523 || 412
524 || 413
525 526 || 414
527 || 415
528 || 416
529 || 417
530 || 418
531 || 419
532 || 420
533 || 421
534 535 || 422
536 || 423
537 || 424
538 || 425
539 || 426
540 || 427 428
548 541 || 429
542 || 430
543 || 431
544 || 432
549 || 437
550 || 438
551 || 439
555 || 440 441 442
556 || 446
557 || 447
558 || 448
559 || 449
560 || 450
561 || 451
562 || 452
563 || 453
564 || 454 455 456
565 || 457
566 || 458 459
567 || 460
568 || 461
569 || 462
570 || 463
571 || 464
572 || 465
573 574 || 466
575 || 467
576 || 468
577 || 469 470
578 || 471
579 || 472
580 || 473
581 || 474
582 || 475
583 || 476
584 || 477
585 || 478
586 || 479
587 || 480
588 || 481
589 || 482
590 || 483
591 || 484
592 || 485
593 || 486
594 || 487
595 596 || 488
597 598 599 || 489
600 601 || 490
602 || 491
603 || 492
604 || 493
605 || 494
606 || 495
607 || 496
608 || 497
609 || 498
610 611 612 || 499
613 614 || 500
615 || 501
616 617 || 502
618 || 503
619 || 504
620 || 505
621 || 506
622 || 507
623 || 508
624 625 || 509
626 || 510
627 || 511
628 || 512
629 || 513
630 || 514
631 || 515
632 || 516
633 || 517
634 || 518
635 || 519
636 || 520
637 || 521
638 || 522
639 || 523
640 || 524
641 || 525
642 || 526
643 || 527
644 || 528
645 || 529
646 || 530
647 || 531
648 || 532
649 || 533
650 || 534
651 || 535
652 || 536
653 || 537
654 || 538
655 || 539
656 || 540
657 || 541 542 543
658 || 545
659 || 546
660 || 547
661 || 548
662 || 549
663 || 550
664 || 551
665 || 552 553
666 || 554
667 || 555
668 || 556
669 || 557
670 || 558
671 || 559
672 || 560
673 674 || 561
675 || 562
676 || 563
677 || 564
678 || 565
679 || 566
680 || 567
681 || 568
682 || 569
683 || 570
684 || 571
685 || 572
686 || 573 574
687 || 575
688 || 576
689 || 577
690 || 578
691 || 579
692 693 || 580
694 695 || 581
696 || 582
697 || 583
698 || 584
699 || 585
700 || 586
701 || 587
702 || 588
703 || 589
704 || 590
705 706 || 591
707 708 || 592
709 710 || 593
711 || 594
712 || 595
713 || 596
714 || 597
715 || 598
716 || 599
717 || 600
718 || 601
719 || 602
720 || 603
721 || 604
722 || 605
723 || 606
724 || 607
725 || 608
726 || 609
727 || 610
728 || 611
729 || 612
730 || 613
731 || 614
732 || 615
733 || 616
734 || 617
735 || 618
736 || 619
737 || 620
738 || 621
739 || 622
740 || 623
741 || 624
742 743 || 625
744 || 626
745 || 627
746 747 || 628
748 || 629
749 750 || 630
751 752 || 631
753 || 632
754 || 633
755 756 || 634
757 758 || 635
759 || 636
760 || 637
761 || 638
762 763 || 639
764 || 640
765 || 641
766 || 642
767 768 || 643
769 770 || 644
771 || 645
772 || 646
773 || 647
774 || 648
775 || 649
776 || 650
777 || 651
778 || 652
779 || 653
780 || 654
781 || 655
782 || 656 657
